# source: BNO @ https://bnonews.com/index.php/2020/01/the-latest-coronavirus-cases/
# update: 2020-01-24 14:55:00 CST
# place|confirmed_cases|deaths|notes|sources
Gansu|19|0|4 serious|http://www.bjnews.com.cn/news/2020/01/28/680623.html
Shanxi|20|0||http://wjw.shanxi.gov.cn/wjywl02/24356.hrh
Inner Mongolia|13|0||http://wjw.nmg.gov.cn/doc/2020/01/27/285096.shtml
Qinghai|6|0|All stable|https://wsjkw.qinghai.gov.cn/zhxw/xwzx/2020/01/27/1580130159651.html
CHINA TOTAL|4,527|106||
Hong Kong|8|0||https://www.info.gov.hk/gia/general/202001/27/P2020012700049.htm
Taiwan|7|0||https://www.cdc.gov.tw/Bulletin/Detail/-lN6bM-ZCU-nWv1gUIXxOg?typeid=9
Macau|7|0||https://www.tdm.com.mo/c_news/radio_news.php?id=452787
GREATER CHINA TOTAL|22|0||
Thailand|14|0||https://news.thaipbs.or.th/content/288389
Singapore|7|0||
France|3|0||https://solidarites-sante.gouv.fr/actualites/presse/communiques-de-presse/article/cp-coronavirus
Malaysia|4|0||https://twitter.com/bernamadotcom/status/1220913295021883392
Japan|4|0||https://www.mhlw.go.jp/stf/newpage_09100.html
South Korea|4|0||https://en.yna.co.kr/view/AEN20200127002400320?section=science/medicine
United States|5|0||https://www.azdhs.gov/director/public-information-office/index.php#news-release-012620
Vietnam|2|0|Stable|https://www.moh.gov.vn/web/guest/tin-noi-bat/-/asset_publisher/hwUjUacn23Hf/content/hai-ca-duong-tinh-ncov-ang-ieu-tri-tai-bv-cho-ray
Nepal|1|0||https://kathmandupost.com/2/2020/01/24/officials-confirm-novel-coronavirus-in-nepali-man-who-returned-from-wuhan-earlier-this-month
Australia|5|0||https://twitter.com/7NewsSydney/status/1221654335794237440
Canada|1|0||https://news.ontario.ca/mohltc/en/2020/01/ontario-confirms-second-presumptive-case-of-wuhan-novel-coronavirus.html
Cambodia|1|0||https://twitter.com/VOD_English/status/1221769368180121603
Sri Lanka|1|0||https://www.reuters.com/article/us-health-china-sri-lanka/sri-lanka-confirms-first-case-of-coronavirus-health-official-idUSKBN1ZQ1WF
Germany|1|0||https://www.stmgp.bayern.de/presse/bestaetigter-coronavirus-fall-in-bayern-infektionsschutzmassnahmen-laufen/
INTERNATIONAL TOTAL|53|0||
# source: BNO @ https://bnonews.com/index.php/2020/01/the-latest-coronavirus-cases/
# update: 2020-01-28 7:33:00 ET
# place|confirmed_cases|deaths|notes|sources
Hubei|2,714|100|563 serious, 127 critical|http://wjw.hubei.gov.cn/fbjd/dtyw/202001/t20200127_2015306.shtml
Guangdong|207|0|20 serious, 6 critical|http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2879855.html
Zhejiang|173|0|31 serious|https://www.zjwjw.gov.cn/art/2020/1/28/art_1202101_41858479.html
Chongqing|132|0|13 serious, 3 critical|http://wsjkw.cq.gov.cn/tzgg/20200127/249875.html
Hunan|143|0|31 serious|http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200128_11165123.html
Anhui|106|0||http://wjw.ah.gov.cn/news_details_54053.html
Beijing|91|1||https://m.weibo.cn/status/4465734937765168
Shanghai|66|1|2 critical|https://m.weibo.cn/status/4465618377910238
Henan|168|1|30 serious/critical|http://www.bjnews.com.cn/news/2020/01/28/680581.html
Sichuan|90|0|2 critical|https://m.weibo.cn/status/4465631862612359
Shandong|95|0||https://m.weibo.cn/detail/4465733158976900
Guangxi|51|0|5 serious|http://wsjkw.gxzf.gov.cn/gzdt/bt/2020/0128/68043.html
Jiangxi|72|0|7 serious|http://hc.jiangxi.gov.cn/doc/2020/01/28/137758.shtml
Fujian|80|0|5 serious, 1 critical|https://mp.weixin.qq.com/s/hd64fZ22-VP_W2D-IYZHbQ
Jiangsu|70|0|1 serious|https://m.weibo.cn/status/4465627765335686
Hainan|40|1|9 serious|http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202001/t20200128_2741544.html
Liaoning|34|0|6 serious|https://m.weibo.cn/status/4465792823617568
Tianjin|24|0|17 serious|https://m.weibo.cn/status/4465671490798980
Shaanxi|46|0||http://sxwjw.shaanxi.gov.cn/art/2020/1/28/art_9_67512.html
Yunnan|44|0|5 serious|http://www.bjnews.com.cn/news/2020/01/28/680765.html
Heilongjiang|30|1|3 serious|http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/show/newsid/7725/navid/42/stypeid/
Guizhou|9|0|1 serious|https://mp.weixin.qq.com/s?__biz=MjM5MTg5OTM0Ng==&amp;mid=2651448627&amp;idx=1&amp;sn=e26391f0e764bfd4fc2a9a1bc15502ff&amp;chksm=bd53ce8e8a2447985560b9a62b2a5f567693ac25032b0209cc489c49d91862fd480e4664094e&amp;token=566312186&amp;lang=zh_CN#rd
Jilin|8|0||https://m.weibo.cn/status/4465279285636514
Xinjiang|10|0|2 serious|http://www.xjhfpc.gov.cn/info/1495/17361.htm
Ningxia|11|0||http://wsjkw.nx.gov.cn/info/1140/13291.htm
Hebei|33|1||https://m.weibo.cn/status/4465641119066699
Gansu|19|0|4 serious|http://www.bjnews.com.cn/news/2020/01/28/680623.html
Shanxi|20|0||http://wjw.shanxi.gov.cn/wjywl02/24356.hrh
Inner Mongolia|15|0||http://www.bjnews.com.cn/news/2020/01/28/680788.html
Qinghai|6|0|All stable|https://wsjkw.qinghai.gov.cn/zhxw/xwzx/2020/01/27/1580130159651.html
CHINA TOTAL|4,607|106||
Hong Kong|8|0||https://www.info.gov.hk/gia/general/202001/27/P2020012700049.htm
Taiwan|7|0||https://www.cdc.gov.tw/Bulletin/Detail/-lN6bM-ZCU-nWv1gUIXxOg?typeid=9
Macau|7|0||https://www.tdm.com.mo/c_news/radio_news.php?id=452787
GREATER CHINA TOTAL|22|0||
Thailand|14|0||https://news.thaipbs.or.th/content/288389
Singapore|7|0||
France|3|0||https://solidarites-sante.gouv.fr/actualites/presse/communiques-de-presse/article/cp-coronavirus
Malaysia|4|0||https://twitter.com/bernamadotcom/status/1220913295021883392
Japan|6|0||https://www3.nhk.or.jp/nhkworld/en/news/20200128_47/
South Korea|4|0||https://en.yna.co.kr/view/AEN20200127002400320?section=science/medicine
United States|5|0||https://www.azdhs.gov/director/public-information-office/index.php#news-release-012620
Vietnam|2|0|Stable|https://www.moh.gov.vn/web/guest/tin-noi-bat/-/asset_publisher/hwUjUacn23Hf/content/hai-ca-duong-tinh-ncov-ang-ieu-tri-tai-bv-cho-ray
Nepal|1|0||https://kathmandupost.com/2/2020/01/24/officials-confirm-novel-coronavirus-in-nepali-man-who-returned-from-wuhan-earlier-this-month
Australia|5|0||https://twitter.com/7NewsSydney/status/1221654335794237440
Canada|1|0||https://news.ontario.ca/mohltc/en/2020/01/ontario-confirms-second-presumptive-case-of-wuhan-novel-coronavirus.html
Cambodia|1|0||https://twitter.com/VOD_English/status/1221769368180121603
Sri Lanka|1|0||https://www.reuters.com/article/us-health-china-sri-lanka/sri-lanka-confirms-first-case-of-coronavirus-health-official-idUSKBN1ZQ1WF
Germany|1|0||https://www.stmgp.bayern.de/presse/bestaetigter-coronavirus-fall-in-bayern-infektionsschutzmassnahmen-laufen/
INTERNATIONAL TOTAL|55|0||
# source: BNO @ https://bnonews.com/index.php/2020/01/the-latest-coronavirus-cases/
# update: 2020-01-29 18:40:00 ET
# place|confirmed_cases|deaths|notes|sources
Hubei|4,586|162|711 serious, 277 critical|http://wjw.hubei.gov.cn/fbjd/dtyw/202001/t20200130_2016304.shtml
Guangdong|272|0||http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880075.html
Zhejiang|296|0|42 serious|https://www.zjwjw.gov.cn/art/2020/1/29/art_1202101_41859793.html
Chongqing|165|0|18 serious, 4 critical|http://wsjkw.cq.gov.cn/tzgg/20200130/250440.html
Hunan|221|0|38 serious|http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200129_11165442.html
Anhui|152|0||http://wjw.ah.gov.cn/news_details_54053.html
Beijing|111|1|14 serious, 2 critical|https://m.weibo.cn/detail/4466208768495895
Shanghai|96|1|3 critical|https://m.weibo.cn/status/4466081856695224
Henan|206|2|32 serious, 2 critical|https://m.weibo.cn/status/4465983828203114
Sichuan|108|0|3 critical|https://m.weibo.cn/detail/4465991905970626
Shandong|130|0||https://m.weibo.cn/status/4466081307945859
Guangxi|58|0|5 serious|https://m.weibo.cn/status/4465980917031661
Jiangxi|162|0|16 serious|http://hc.jiangxi.gov.cn/doc/2020/01/30/137811.shtml
Fujian|84|0|12 serious, 2 critical|http://www.bjnews.com.cn/news/2020/01/29/681269.html
Jiangsu|99|0|1 serious|https://m.weibo.cn/detail/4465989963684810
Hainan|43|1|9 serious|http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202001/t20200129_2741607.html
Liaoning|39|0|8 serious|https://m.weibo.cn/status/4466148882434633
Tianjin|27|0|17 serious|https://m.weibo.cn/detail/4466053499059459
Shaanxi|56|0||http://sxwjw.shaanxi.gov.cn/art/2020/1/29/art_9_67531.html
Yunnan|55|0|5 serious, 1 critical|https://m.weibo.cn/detail/4466113595622763
Heilongjiang|37|1|4 serious|http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/show/newsid/7746/navid/42/stypeid/
Guizhou|9|0|1 serious|https://mp.weixin.qq.com/s?__biz=MjM5MTg5OTM0Ng==&amp;mid=2651448627&amp;idx=1&amp;sn=e26391f0e764bfd4fc2a9a1bc15502ff&amp;chksm=bd53ce8e8a2447985560b9a62b2a5f567693ac25032b0209cc489c49d91862fd480e4664094e&amp;token=566312186&amp;lang=zh_CN#rd
Jilin|9|0||https://m.weibo.cn/status/4465996100562383
Xinjiang|13|0|4 serious|http://www.xjhfpc.gov.cn/info/1495/17597.htm
Ningxia|12|0||https://m.weibo.cn/status/4466017931753117
Hebei|48|1|4 serious|http://www.bjnews.com.cn/news/2020/01/29/681094.html
Gansu|24|0|3 serious|http://www.bjnews.com.cn/feature/2020/01/29/681098.html
Shanxi|35|0|3 serious, 2 critical|http://wjw.shanxi.gov.cn/wjywl02/24458.hrh
Inner Mongolia|16|0|1 serious, 1 critical|http://wjw.nmg.gov.cn/doc/2020/01/29/285296.shtml
Qinghai|6|0|All stable|https://wsjkw.qinghai.gov.cn/zhxw/xwzx/2020/01/27/1580130159651.html
CHINA TOTAL|7,711|169||
Hong Kong|8|0||https://www.info.gov.hk/gia/general/202001/27/P2020012700049.htm
Taiwan|8|0||https://www.cdc.gov.tw/Bulletin/Detail/-lN6bM-ZCU-nWv1gUIXxOg?typeid=9
Macau|7|0||https://www.tdm.com.mo/c_news/radio_news.php?id=452787
GREATER CHINA TOTAL|23|0||
Thailand|14|0||https://news.thaipbs.or.th/content/288389
Singapore|10|0|Stable|https://www.moh.gov.sg/news-highlights/details/three-more-confirmed-imported-cases-of-wuhan-coronavirus-infection-in-singapore
France|5|0|2 serious|https://www.bfmtv.com/sante/coronavirus-en-france-un-cinquieme-cas-confirme-la-fille-du-touriste-chinois-hospitalise-a-paris-1849280.html
Malaysia|7|0|Stable|https://kpkesihatan.com/2020/01/29/kenyataan-akhbar-kpk-29-januari-2020-situasi-terkini-jangkitan-2019-ncov-di-malaysia-dan-kesiapsiagaan-kkm-menghadapi-penularannya/
Japan|8|0||https://www.mhlw.go.jp/stf/newpage_09201.html
South Korea|4|0||https://en.yna.co.kr/view/AEN20200127002400320?section=science/medicine
United States|5|0||https://www.azdhs.gov/director/public-information-office/index.php#news-release-012620
Vietnam|2|0|Stable|https://www.moh.gov.vn/web/guest/tin-noi-bat/-/asset_publisher/hwUjUacn23Hf/content/hai-ca-duong-tinh-ncov-ang-ieu-tri-tai-bv-cho-ray
Nepal|1|0||https://kathmandupost.com/2/2020/01/24/officials-confirm-novel-coronavirus-in-nepali-man-who-returned-from-wuhan-earlier-this-month
Australia|7|0|Stable|https://bnonews.com/wp-content/uploads/2020/01/1292020QueenslandCase.png
Canada|3|0||http://www.bccdc.ca/about/news-stories/stories/2020/information-on-novel-coronavirus
Cambodia|1|0||https://twitter.com/VOD_English/status/1221769368180121603
Sri Lanka|1|0||https://www.reuters.com/article/us-health-china-sri-lanka/sri-lanka-confirms-first-case-of-coronavirus-health-official-idUSKBN1ZQ1WF
Germany|4|0||https://www.stmgp.bayern.de/presse/drei-weitere-coronavirus-faelle-in-bayern-zusammenhang-mit-dem-ersten-fall-bayerns/
UAE|4|0|Stable|https://www.wam.ae/en/details/1395302819592
Finland|1|0||https://www.hs.fi/kotimaa/art-2000006387778.html
INTERNATIONAL TOTAL|77|0||
# source: BNO @ https://bnonews.com/index.php/2020/01/the-latest-coronavirus-cases/
# update: 2020-01-30 1:27:00 ET
# place|confirmed_cases|deaths|notes|sources
Hubei|4,586|162|711 serious, 277 critical|http://wjw.hubei.gov.cn/fbjd/dtyw/202001/t20200130_2016304.shtml
Zhejiang|428|0|54 serious|https://www.zjwjw.gov.cn/art/2020/1/30/art_1202101_41861313.html
Guangdong|311|0|31 serious, 12 critical|http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html
Henan|278|2|37 serious, 4 critical|https://m.weibo.cn/status/4466357443624106
Hunan|277|0|38 serious|http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200130_11165870.html
Anhui|200|0||http://wjw.ah.gov.cn/news_details_54186.html
Chongqing|165|0|18 serious, 4 critical|http://wsjkw.cq.gov.cn/tzgg/20200130/250440.html
Jiangxi|162|0|16 serious|http://hc.jiangxi.gov.cn/doc/2020/01/30/137811.shtml
Shandong|145|0||https://m.weibo.cn/detail/4466351928642377
Sichuan|142|1|2 critical|https://m.weibo.cn/status/4466348178337055
Jiangsu|129|0|1 serious|https://m.weibo.cn/status/4466352645245320
Beijing|114|1|14 serious, 2 critical|https://m.weibo.cn/detail/4466389068910927
Shanghai|112|1|4 critical|https://m.weibo.cn/status/4466434329503841
Fujian|101|0|12 serious, 3 critical|https://news.sina.com.cn/c/2020-01-30/doc-iimxyqvy9034154.shtml
Guangxi|78|0|5 serious, 2 critical|http://wsjkw.gxzf.gov.cn/gzdt/bt/2020/0130/68078.html
Yunnan|70|0|6 serious, 1 critical|https://news.sina.com.cn/c/2020-01-30/doc-iimxxste7591431.shtml
Hebei|65|1|8 serious|https://m.weibo.cn/status/4466358504699180
Shaanxi|63|0|1+ serious|http://sxwjw.shaanxi.gov.cn/art/2020/1/30/art_9_67543.html
Hainan|46|1|7 serious|http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202001/t20200130_2741859.html
Heilongjiang|43|1|6 serious|http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/show/newsid/7750/navid/42/stypeid/
Liaoning|41|0|9 serious|https://m.weibo.cn/status/4466405506690436
Shanxi|35|0|3 serious, 2 critical|http://wjw.shanxi.gov.cn/wjywl02/24458.hrh
Tianjin|29|0|13 serious|https://m.weibo.cn/detail/4466406076564785
Gansu|26|0|6 serious|https://m.weibo.cn/status/4466364767424237
Inner Mongolia|18|0|2 serious, 2 critical|http://wjw.nmg.gov.cn/doc/2020/01/30/285794.shtml
Ningxia|17|0||http://wsjkw.nx.gov.cn/info/1140/13329.htm
Jilin|14|0|1 serious|https://m.weibo.cn/status/4466366352971576
Xinjiang|14|0|3 serious, 1 critical|http://www.xjhfpc.gov.cn/info/1495/17669.htm
Guizhou|12|0|3 serious|https://m.weibo.cn/detail/4466356474788544
Qinghai|6|0|All stable|https://wsjkw.qinghai.gov.cn/zhxw/xwzx/2020/01/27/1580130159651.html
Tibet|1|0||http://www.nhc.gov.cn/yjb/s7860/202001/e71bd2e7a0824ca69f87bbf1bef2a3c9.shtml
CHINA TOTAL|7,728|170|1,370 serious, 124 recovered, 12,167 suspected|
Hong Kong|10|0||https://www.info.gov.hk/gia/general/202001/29/P2020012900784.htm
Taiwan|8|0||https://www.cdc.gov.tw/Bulletin/Detail/-lN6bM-ZCU-nWv1gUIXxOg?typeid=9
Macau|7|0||https://www.tdm.com.mo/c_news/radio_news.php?id=452787
GREATER CHINA TOTAL|25|0||
Thailand|14|0||https://news.thaipbs.or.th/content/288389
Japan|11|0||https://www.mhlw.go.jp/stf/newpage_09205.html
Singapore|10|0|Stable|https://www.moh.gov.sg/news-highlights/details/three-more-confirmed-imported-cases-of-wuhan-coronavirus-infection-in-singapore
Malaysia|8|0|Stable|https://kpkesihatan.com/2020/01/30/kenyataan-akhbar-kpk-30-januari-2020-situasi-terkini-jangkitan-2019-novel-coronavirus-2019-ncov-di-malaysia/
Australia|7|0|Stable|https://bnonews.com/wp-content/uploads/2020/01/1292020QueenslandCase.png
France|5|0|2 serious|https://www.bfmtv.com/sante/coronavirus-en-france-un-cinquieme-cas-confirme-la-fille-du-touriste-chinois-hospitalise-a-paris-1849280.html
South Korea|4|0||https://en.yna.co.kr/view/AEN20200127002400320?section=science/medicine
United States|5|0||https://www.azdhs.gov/director/public-information-office/index.php#news-release-012620
Vietnam|2|0|Stable|https://www.moh.gov.vn/web/guest/tin-noi-bat/-/asset_publisher/hwUjUacn23Hf/content/hai-ca-duong-tinh-ncov-ang-ieu-tri-tai-bv-cho-ray
Nepal|1|0||https://kathmandupost.com/2/2020/01/24/officials-confirm-novel-coronavirus-in-nepali-man-who-returned-from-wuhan-earlier-this-month
Canada|3|0||http://www.bccdc.ca/about/news-stories/stories/2020/information-on-novel-coronavirus
Cambodia|1|0||https://twitter.com/VOD_English/status/1221769368180121603
Sri Lanka|1|0||https://www.reuters.com/article/us-health-china-sri-lanka/sri-lanka-confirms-first-case-of-coronavirus-health-official-idUSKBN1ZQ1WF
Germany|4|0||https://www.stmgp.bayern.de/presse/drei-weitere-coronavirus-faelle-in-bayern-zusammenhang-mit-dem-ersten-fall-bayerns/
UAE|4|0|Stable|https://www.wam.ae/en/details/1395302819592
Finland|1|0||https://www.hs.fi/kotimaa/art-2000006387778.html
INTERNATIONAL TOTAL|81|0||
# source: BNO @ https://bnonews.com/index.php/2020/01/the-latest-coronavirus-cases/
# update: 2020-01-30 5:51:00 ET
# place|confirmed_cases|deaths|notes|sources
Hubei|4,586|162|711 serious, 277 critical|http://wjw.hubei.gov.cn/fbjd/dtyw/202001/t20200130_2016304.shtml
Zhejiang|428|0|54 serious|https://www.zjwjw.gov.cn/art/2020/1/30/art_1202101_41861313.html
Guangdong|354|0|37 serious, 13 critical|http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880381.html
Henan|278|2|37 serious, 4 critical|https://m.weibo.cn/status/4466357443624106
Hunan|277|0|38 serious|http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200130_11165870.html
Anhui|200|0||http://wjw.ah.gov.cn/news_details_54186.html
Chongqing|182|0|18 serious, 4 critical|http://wsjkw.cq.gov.cn/tzgg/20200130/250525.html
Jiangxi|162|0|16 serious|http://hc.jiangxi.gov.cn/doc/2020/01/30/137811.shtml
Shandong|158|0||https://m.weibo.cn/status/4466446031975534
Sichuan|142|1|2 critical|https://m.weibo.cn/status/4466348178337055
Jiangsu|129|0|1 serious|https://m.weibo.cn/status/4466352645245320
Beijing|114|1|14 serious, 2 critical|https://m.weibo.cn/detail/4466389068910927
Shanghai|112|1|4 critical|https://m.weibo.cn/status/4466434329503841
Fujian|101|0|12 serious, 3 critical|https://news.sina.com.cn/c/2020-01-30/doc-iimxyqvy9034154.shtml
Guangxi|78|0|5 serious, 2 critical|http://wsjkw.gxzf.gov.cn/gzdt/bt/2020/0130/68078.html
Yunnan|70|0|6 serious, 1 critical|https://news.sina.com.cn/c/2020-01-30/doc-iimxxste7591431.shtml
Hebei|65|1|8 serious|https://m.weibo.cn/status/4466358504699180
Shaanxi|63|0|1+ serious|http://sxwjw.shaanxi.gov.cn/art/2020/1/30/art_9_67543.html
Hainan|46|1|7 serious|http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202001/t20200130_2741859.html
Heilongjiang|43|1|6 serious|http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/show/newsid/7750/navid/42/stypeid/
Liaoning|41|0|9 serious|https://m.weibo.cn/status/4466405506690436
Shanxi|35|0|3 serious, 2 critical|http://wjw.shanxi.gov.cn/wjywl02/24458.hrh
Tianjin|30|0|13 serious|https://m.weibo.cn/detail/4466494992070337
Gansu|26|0|6 serious|https://m.weibo.cn/status/4466364767424237
Inner Mongolia|18|0|2 serious, 2 critical|http://wjw.nmg.gov.cn/doc/2020/01/30/285794.shtml
Ningxia|17|0||http://wsjkw.nx.gov.cn/info/1140/13329.htm
Jilin|14|0|1 serious|https://m.weibo.cn/status/4466366352971576
Xinjiang|14|0|3 serious, 1 critical|http://www.xjhfpc.gov.cn/info/1495/17669.htm
Guizhou|12|0|3 serious|https://m.weibo.cn/detail/4466356474788544
Qinghai|8|0|1 serious, 7 stable|https://wsjkw.qinghai.gov.cn/zhxw/xwzx/2020/01/30/1580377969996.html
Tibet|1|0||http://www.nhc.gov.cn/yjb/s7860/202001/e71bd2e7a0824ca69f87bbf1bef2a3c9.shtml
CHINA TOTAL|7,804|170|1,370 serious, 124 recovered, 12,167 suspected|
Hong Kong|10|0||https://www.info.gov.hk/gia/general/202001/29/P2020012900784.htm
Taiwan|9|0|All stable|https://www.cdc.gov.tw/Bulletin/Detail/la2OXqyRoqsTXVpJihy8-w?typeid=9
Macau|7|0||https://www.tdm.com.mo/c_news/radio_news.php?id=452787
GREATER CHINA TOTAL|26|0|0 serious|
Thailand|14|0||https://news.thaipbs.or.th/content/288389
Japan|11|0||https://www.mhlw.go.jp/stf/newpage_09205.html
Singapore|10|0|Stable|https://www.moh.gov.sg/news-highlights/details/three-more-confirmed-imported-cases-of-wuhan-coronavirus-infection-in-singapore
Malaysia|8|0|Stable|https://kpkesihatan.com/2020/01/30/kenyataan-akhbar-kpk-30-januari-2020-situasi-terkini-jangkitan-2019-novel-coronavirus-2019-ncov-di-malaysia/
Australia|8|0|Stable|https://www2.health.vic.gov.au/about/media-centre/MediaReleases/third-novel-coronavirus-case-victoria
France|5|0|2 serious|https://www.bfmtv.com/sante/coronavirus-en-france-un-cinquieme-cas-confirme-la-fille-du-touriste-chinois-hospitalise-a-paris-1849280.html
United States|5|0||https://www.azdhs.gov/director/public-information-office/index.php#news-release-012620
Germany|4|0|Stable|https://www.stmgp.bayern.de/presse/drei-weitere-coronavirus-faelle-in-bayern-zusammenhang-mit-dem-ersten-fall-bayerns/
South Korea|6|0||https://www.cdc.go.kr/board/board.es?mid=a20501000000&amp;bid=0015&amp;act=view&amp;list_no=365900&amp;tag=&amp;nPage=1
UAE|4|0|Stable|https://www.wam.ae/en/details/1395302819592
Canada|3|0||http://www.bccdc.ca/about/news-stories/stories/2020/information-on-novel-coronavirus
Vietnam|5|0|1 recovered|https://vietnamnet.vn/vn/thoi-su/3-nguoi-viet-nam-dau-tien-nhiem-virus-corona-612482.html
Nepal|1|0||https://kathmandupost.com/2/2020/01/24/officials-confirm-novel-coronavirus-in-nepali-man-who-returned-from-wuhan-earlier-this-month
Cambodia|1|0||https://twitter.com/VOD_English/status/1221769368180121603
Sri Lanka|1|0||https://www.reuters.com/article/us-health-china-sri-lanka/sri-lanka-confirms-first-case-of-coronavirus-health-official-idUSKBN1ZQ1WF
Finland|1|0||https://www.hs.fi/kotimaa/art-2000006387778.html
Philippines|1|0||https://www.facebook.com/OfficialDOHgov/videos/225636625111007/?__xts__%5B0%5D=68.ARB2CfWuuZHSyYkkZ0NW1dDIvx59QnEtSNgbjGd2MuDU1568cXifz9IX439U9YcsJveS34el84mqPv1GEw6pXfPaHIwy1l6Vqa3W7S-gCOPOws4FumjjFzwItWpxSCTO8xq16eDHhjqk8oW_VIgBsh3uj-4t2JhANJDfW9hcTPWmS4fykCLkMgOTJe_y9DlhEEoQ5_sFr_myTPAUJzpsVbRMI9GAiSQL5c033GoA1EH9kc5DTBDvhVDr8vtly0vfDa0lxYG4_CuIKPR0xinR-DQkcwVeNX_ColcoajhJIqHqBpebxIAIymRi4DPkb16rre6jvdRw3evpQ8SFpj2mhY8-Slae7OF2fuk&amp;__tn__=-R
India|1|0|Stable|https://pib.gov.in/PressReleseDetail.aspx?PRID=1601095
INTERNATIONAL TOTAL|89|0|2 serious|
# source: BNO @ https://bnonews.com/index.php/2020/01/the-latest-coronavirus-cases/
# update: 2020-01-30 13:35:00 ET
# place|confirmed_cases|deaths|notes|sources
Hubei|4,586|162|711 serious, 277 critical|http://wjw.hubei.gov.cn/fbjd/dtyw/202001/t20200130_2016304.shtml
Zhejiang|428|0|54 serious|https://www.zjwjw.gov.cn/art/2020/1/30/art_1202101_41861313.html
Guangdong|354|0|37 serious, 13 critical|http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880381.html
Henan|278|2|37 serious, 4 critical|https://m.weibo.cn/status/4466357443624106
Hunan|277|0|38 serious|http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200130_11165870.html
Anhui|200|0||http://wjw.ah.gov.cn/news_details_54186.html
Chongqing|182|0|18 serious, 4 critical|http://wsjkw.cq.gov.cn/tzgg/20200130/250525.html
Jiangxi|162|0|16 serious|http://hc.jiangxi.gov.cn/doc/2020/01/30/137811.shtml
Shandong|158|0||https://m.weibo.cn/status/4466446031975534
Sichuan|142|1|2 critical|https://m.weibo.cn/status/4466348178337055
Jiangsu|129|0|1 serious|https://m.weibo.cn/status/4466352645245320
Beijing|114|1|14 serious, 2 critical|https://m.weibo.cn/detail/4466389068910927
Shanghai|112|1|4 critical|https://m.weibo.cn/status/4466434329503841
Fujian|101|0|12 serious, 3 critical|https://news.sina.com.cn/c/2020-01-30/doc-iimxyqvy9034154.shtml
Guangxi|78|0|5 serious, 2 critical|http://wsjkw.gxzf.gov.cn/gzdt/bt/2020/0130/68078.html
Yunnan|70|0|6 serious, 1 critical|https://news.sina.com.cn/c/2020-01-30/doc-iimxxste7591431.shtml
Hebei|65|1|8 serious|https://m.weibo.cn/status/4466358504699180
Shaanxi|63|0|1+ serious|http://sxwjw.shaanxi.gov.cn/art/2020/1/30/art_9_67543.html
Hainan|46|1|7 serious|http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202001/t20200130_2741859.html
Heilongjiang|43|1|6 serious|http://wsjkw.hlj.gov.cn/index.php/Home/Zwgk/show/newsid/7750/navid/42/stypeid/
Liaoning|41|0|9 serious|https://m.weibo.cn/status/4466405506690436
Shanxi|35|0|3 serious, 2 critical|http://wjw.shanxi.gov.cn/wjywl02/24458.hrh
Tianjin|30|0|13 serious|https://m.weibo.cn/detail/4466494992070337
Gansu|26|0|6 serious|https://m.weibo.cn/status/4466364767424237
Inner Mongolia|18|0|2 serious, 2 critical|http://wjw.nmg.gov.cn/doc/2020/01/30/285794.shtml
Ningxia|17|0||http://wsjkw.nx.gov.cn/info/1140/13329.htm
Jilin|14|0|1 serious|https://m.weibo.cn/status/4466366352971576
Xinjiang|14|0|3 serious, 1 critical|http://www.xjhfpc.gov.cn/info/1495/17669.htm
Guizhou|12|0|3 serious|https://m.weibo.cn/detail/4466356474788544
Qinghai|8|0|1 serious, 7 stable|https://wsjkw.qinghai.gov.cn/zhxw/xwzx/2020/01/30/1580377969996.html
Tibet|1|0||http://www.nhc.gov.cn/yjb/s7860/202001/e71bd2e7a0824ca69f87bbf1bef2a3c9.shtml
CHINA TOTAL|7,804|170|1,370 serious, 124 recovered, 12,167 suspected|
Hong Kong|10|0||https://www.info.gov.hk/gia/general/202001/29/P2020012900784.htm
Taiwan|9|0|All stable|https://www.cdc.gov.tw/Bulletin/Detail/la2OXqyRoqsTXVpJihy8-w?typeid=9
Macau|7|0||https://www.tdm.com.mo/c_news/radio_news.php?id=452787
GREATER CHINA TOTAL|26|0|0 serious|
Thailand|14|0||https://news.thaipbs.or.th/content/288389
